id,trackName,genre,trackArtist
1199,Cold Mountain Song 286,Folk,Mount Eerie
1201,Galiens,Rock,Mountain High
1202,Life Coach,Rock,Mountain High
1203,Gateway Shrugs,Rock,Mountain High
1204,Russian Bear,Rock,Mountain High
1249,"""Cleanse Bath"" 10"" Metal Laquer",Experimental,Nautical Almanac
1259,Rolling In The Green,Experimental,Nautical Almanac
1270,Cocksuckerbastardmotherfucker,Rock,Necropolis
1276,Richard Nixon Died Today,Experimental,Negativland
1277,No Business,Experimental,Negativland
1278,Downloading,Experimental,Negativland
1279,Childs Eye,Rock,Newagehillbilly
1280,history,Rock,Newagehillbilly
1289,Combat Phone,Rock,Newagehillbilly
1290,Rock Roller,Rock,Newagehillbilly
1292,Pirate Radio,Rock,Newagehillbilly
1298,Weekend Warrior,Rock,Newagehillbilly
1311,Feeling so good?,Folk,Nicky Andrews
1339,Emotional Accident,Electronic,Nicky Andrews
1354,Fools Want Noise,Rock,Oh My God
1356,Elevator Shaft,Rock,Olneyville Sound System
1358,This is Entertainment,Rock,Olneyville Sound System
1360,Moron Song,Rock,Olneyville Sound System
1361,I want My Money,Rock,Olneyville Sound System
1363,All Dressed Up,Rock,Olneyville Sound System
1366,"These Guys Don't Take Requests, They Don't Play Showtunes",Rock,Olneyville Sound System
1382,Lady Love,Rock,Parsley Flakes
1383,"Remember, Forget",Rock,Parsley Flakes
1413,Robot Slayer,Rock,Phallic Suns
1416,Arizona Beach,Rock,Phallic Suns
1417,Guns of Thunder,Rock,Pierced Arrows
1418,Caroline,Rock,Pierced Arrows
1419,In My Brain,Rock,Pierced Arrows
1427,I Feel Evils,Rock,Plastic Crimewave Sound
1443,Time Fist,Experimental,Pocahaunted
1450,Burning Saddles,Rock,Ponytail
1451,Start A Corporation,Rock,Ponytail
1481,Cunca,Electronic,Rainbro
1482,Reindeer Dance,Electronic,Rainbro
1483,Center,Electronic,Rainbro
1485,Blaster,Electronic,Rainbro
1486,Greeting,Electronic,Rainbro
1498,Rural Autumn Interlude,Experimental,Ric Royer
1510,Zombie,Experimental,Ric Royer &amp; G. Lucas Crane
1526,Alpha-Generic,Rock,RoMak and the Space Pirates
1528,Driving,Rock,RoMak and the Space Pirates
1534,Retirement Song,Rock,RoMak and the Space Pirates
1544,Song of The Stations,Folk,Samara Lubelski
1545,Speedway of The Winged Shuttles to the Southern Hemisphere,Folk,Samara Lubelski
1547,The Double,Electronic,Saudade
1548,Endless Decision,Electronic,Saudade
1550,134 Ash Street,Electronic,Saudade
1551,Voices Off,Electronic,Saudade
1552,The Hooded Ones,Electronic,Saudade
1553,Empty Pillow,Electronic,Saudade
1554,Sleep's Walk,Electronic,Saudade
1555,Soaked,Electronic,Saudade
1556,Reevolving,Electronic,Saudade
1559,Civil War Boys,Experimental,Sejayno
1607,Waltz Walk Win,Rock,Six Star General
1634,Cabbage Disaster,Electronic,Snacks
1635,Odor Cameras From the Paris of the Future,Electronic,Snacks
1638,Doug's Username on Ebay: spaghetti van halen,Electronic,Snacks
1640,Mother,Electronic,Snacks
1642,Hrz,Pop,So Cow
1644,Outskirts,Pop,So Cow
1649,Inis Meain,Pop,So Cow
1652,Last Train to Pyongyang,Pop,So Cow
1661,Only Fools and Horses Theme,Pop,So Cow
1663,So High,Pop,Softboiled Eggies
1666,She Fell Through the Trees,Pop,Softboiled Eggies
1671,Track 05,Experimental,Solemn Man
1673,Track 07,Experimental,Solemn Man
1674,Track 08,Experimental,Solemn Man
1677,Miss Taznif Goes to Town Riding on a Pony,Electronic,Solomonoff and Von Hoffmannstahl
1678,A Simple Way,Electronic,Solomonoff and Von Hoffmannstahl
1680,Bashraf Salama,International,The Sounds of Taraab
1681,Daka Kozi Manowe,International,The Sounds of Taraab
1682,Nie Zama Nie Sema,International,The Sounds of Taraab
1683,Mapenzi Matamu,International,The Sounds of Taraab
1684,Mahaba Wa Taka Nini,International,The Sounds of Taraab
1685,Eni Wana Damu,International,The Sounds of Taraab
1686,Rufiji,International,The Sounds of Taraab
1687,"Lala, Mpenzi Lala",International,The Sounds of Taraab
1688,Sishituki,International,The Sounds of Taraab
1689,Unalo,International,The Sounds of Taraab
1701,Clouds,Folk,Spires That in the Sunset Rise
1702,Java Pop,Folk,Spires That in the Sunset Rise
1703,Equus Haar,Folk,Spires That in the Sunset Rise
1704,Morning Song,Folk,Spires That in the Sunset Rise
1705,Underscore,Folk,Spires That in the Sunset Rise
1706,In the Pineys,Rock,Strapping Fieldhands
1720,Harken Sunshine,Rock,Sun Araw
1730,Beast,Rock,Teenage Waistband
1732,Black Jerusalem,Experimental,Teeth Mountain
1733,Keinsein,Experimental,Teeth Mountain
1734,Spirals,Experimental,Teeth Mountain
1735,Ghost Science,Experimental,Teeth Mountain
1736,Soft Beast,Experimental,Teeth Mountain
1738,Harsh Tanz,Experimental,Teeth Mountain
1739,Malamut,Experimental,Teeth Mountain
1783,Her Opening,Rock,Glove Compartment
1793,We're Flying Around In Our Haunted House,Rock,Glove Compartment
1797,Jaws Drop Baby Side,Rock,Glove Compartment
1799,Beach Ball,Rock,Glove Compartment
1804,At the Gym,Rock,Glove Compartment
1810,Bramble Thorns,Rock,Glove Compartment
1822,Beach Baby,Rock,Glove Compartment
1831,Sgt. Sunshine & You,Rock,Glove Compartment
1836,And In Time,Rock,The Higher State
1837,If We Don't Realise,Rock,The Higher State
1883,I Do What I Do,Rock,The Yolks
1884,I Found Love,Rock,The Yolks
1888,Kingsmeat,Rock,Thee Oh Sees
1889,The Freak Was Clean,Rock,Thee Oh Sees
1890,Quadrospazzed,Rock,Thee Oh Sees
1891,Kids In Cars,Rock,Thee Oh Sees
1893,Memories,Folk,Tommy Jay
1894,Old Hemingway (Hem),Folk,Tommy Jay
1896,Winter Nomad,Folk,Tommy Jay
1898,Downtown,Rock,Mors Ontologica
1899,Sleeping Chance,Rock,Mors Ontologica
1900,Sterling,Rock,Mors Ontologica
1901,Both Sides,Rock,Mors Ontologica
1916,Fall Away,Folk,The Twin Atlas
1924,Calling For You,Folk,The Twin Atlas
1925,Happy At The Wheel,Folk,The Twin Atlas
1926,Inside The Rhymes,Folk,The Twin Atlas
1929,Buzz Chant,Experimental,U.S. Girls
1930,So Thereby...and furthermore...thus henceforth...Mono,Rock,Upsilon Acrux
1940,Bald Bull,Rock,Vincebus Eruptum
1941,Black Socks,Rock,Vincebus Eruptum
1944,Who Farted,Rock,Vincebus Eruptum
1963,Voodoo,Jazz,Voodoo Suite
1964,Chant Of The Moon,Jazz,Voodoo Suite
1965,Little Grass Shack,Jazz,Voodoo Suite
1966,You're My Thrill,Jazz,Voodoo Suite
1967,Sophisticated Savage,Jazz,Voodoo Suite
1995,Battle Creek (Theme for Boiled Diet Soft Drinks),Rock,Wankatorium
1996,Neutron,Jazz,Weasel Walter
2012,The White Mice,Experimental,White Mice
2096,title unknown,Experimental,Grouper
2097,My Sweet Miasma,Folk,Hall Of Fame
2099,....like bacon sundays,Pop,luc
2125,Hoboken Sucks,Rock,Äss
3263,A Date,Folk,Ai Aso
3264,Tee Te Te,Folk,Ai Aso
3265,Lavender,Folk,Ai Aso
3266,Land,Folk,Ai Aso
3268,Minimal Martini,Electronic,Antiguo Automata Mexicano
3270,Song for Obol,Folk,Arborea
3271,Beirut,Folk,Arborea
3272,Seadrift,Folk,Arborea
3273,Redbird,Folk,Arborea
3274,Forewarned,Folk,Arborea
3401,Taste My Snow,Rock,Bonne Aparte
3446,Owed t' Burns 2,Spoken,Byron Coley
3449,The Vice President Is Open,Spoken,Byron Coley
3450,Bird Poem,Spoken,Byron Coley
3452,Air Jordan,Electronic,Chandeliers
3453,Bamboo,Electronic,Chandeliers
3454,Precisely Prescilla,Electronic,Chandeliers
3455,The Thrush,Electronic,Chandeliers
3458,Body Double,Electronic,Chandeliers
3459,Carolinian,Country,Chatham County Line
3460,Joe chats with the boys,Country,Chatham County Line
3461,Let It Rock,Country,Chatham County Line
3462,Chip of a Star,Country,Chatham County Line
3463,Clear Blue Sky,Country,Chatham County Line
3464,She,Country,Chatham County Line
3465,Birmingham Jail,Country,Chatham County Line
3467,Woodland Drive,Rock,Cheap Time
3468,Glitter and Gold,Rock,Cheap Time
3469,Zig Zag,Rock,Cheap Time
3470,Back to School,Rock,Cheap Time
3472,People Talk,Rock,Cheap Time
3473,When Tomorrow Comes,Rock,Cheap Time
3475,Handyman,Rock,Cheap Time
3476,Wild Life,Rock,Cheap Time
3477,Down the Tubes - Falling Down,Rock,Cheap Time
3478,Over Again,Rock,Cheap Time
3479,Trip to the Zoo,Rock,Cheap Time
3489,Title Unknown,Rock,Citay
3490,Little Kingdom,Rock,Citay
3491,Title Unknown,Rock,Citay
3492,On The Wings,Rock,Citay
3493,Title Unknown,Rock,Citay
3495,Title Unknown,Rock,Citay
3497,Title Unknown,Rock,Citay
3499,Title Unknown,Rock,Citay
3501,Vomiting Mirrors / Missing Dick,Rock,Clockcleaner
3502,New Slow,Rock,Clockcleaner
3503,Deaf Man Talking,Rock,Clockcleaner
3504,Black Baby,Rock,Clockcleaner
3505,Early Man,Rock,Clockcleaner
3514,Prelude,Rock,Country Teasers
3515,The Ship,Rock,Country Teasers
3516,Points of View,Rock,Country Teasers
3517,Good Looking Boys Or Women,Rock,Country Teasers
3518,Trucking By,Rock,Country Teasers
3519,Hairy Wine 2,Rock,Country Teasers
3520,Man v. Cock,Rock,Country Teasers
3521,Please Ban Music/Gegen Alles,Rock,Country Teasers
3522,It Is My Duty,Rock,Country Teasers
3532,Heaven Is Human,Pop,Cryptacize
3533,New Spell,Pop,Cryptacize
3534,Cosmic Sing-a-long,Pop,Cryptacize
3535,No Coins,Pop,Cryptacize
3536,Jail & Mane,Pop,Cryptacize
3537,We'll Never Dream Again,Pop,Cryptacize
3538,Say You Will,Pop,Cryptacize
3551,Part 1,Rock,DMBQ
3552,Part 2,Rock,DMBQ
3557,My Name Is Robert,Electronic,Dan Deacon
3558,Goose On The Loose Pt II,Electronic,Dan Deacon
3559,My Own Face is F Word,Electronic,Dan Deacon
3560,30 From 21Through 35,Electronic,Dan Deacon
3561,The Hous I Was Isn't My Girlfriends Porsche,Electronic,Dan Deacon
3563,Sine Wave With Vocals,Electronic,Dan Deacon
3564,George Washinghands Pt II,Electronic,Dan Deacon
3566,Electronics With Bari Sax,Electronic,Dan Deacon
3567,How Much Pudding Can Tomy Handle,Electronic,Dan Deacon
3568,50 From 36 Through 70,Electronic,Dan Deacon
3569,This Crazy Mouse Won't Leave Me Alone,Electronic,Dan Deacon
3570,6 From 1 Through 20,Electronic,Dan Deacon
3571,Song For Dina,Electronic,Dan Deacon
3572,Aerosmith's Perminent Vacation,Electronic,Dan Deacon
3573,Piggled,Electronic,Dan Deacon
3574,I'm Sorry Brian Wilson,Electronic,Dan Deacon
3579,40 Miles of Bad Road,Rock,Dead Moon
3580,Dead Moon Night,Rock,Dead Moon
3581,Down the Road,Rock,Dead Moon
3582,Johnny's Got a Gun,Rock,Dead Moon
3583,Sabotage,Rock,Dead Moon
3584,Spectacle,Rock,Dead Moon
3585,These Times With You,Rock,Dead Moon
3598,Little Eyes,Folk,Ed Askew
3603,Houdini,Rock,Emma Peel
3604,I Love You Go Away,Rock,Emma Peel
3606,I Want,Rock,Emma Peel
3609,Watch Me Do This,Rock,Emma Peel
3612,Did You See Her,Rock,Fallen Leaves
3613,All That You Choose,Rock,Fallen Leaves
3614,Go Wow,Rock,Fallen Leaves
3616,Charity Girl,Rock,Fallen Leaves
3618,Happy Times,Rock,Fallen Leaves
3620,Shining,Rock,Fallen Leaves
3624,Days of Summer,Rock,Fallen Leaves
3626,You re Better Than a Dog Detective,Rock,The Feeling of Love
3638,Burnin Hell Blues,Rock,Frigg A Go Go (F.A.G.G.)
3681,Sorry About The Boat Race,Rock,Hank IV
3696,Tonight We Ride,Rock,Hank IV
3698,Symptomatic,Rock,Hank IV
3707,Stable the Spuds,Folk,Gary Higgins
3708,Thicker Than A Smokey,Folk,Gary Higgins
3720,Walking on the Water,Rock,Indian Jewelry
3721,Pow Wow,Rock,Indian Jewelry
3722,Swans,Rock,Indian Jewelry
3723,Nunnery,Rock,Indian Jewelry
3724,Temporary Famine Ship,Rock,Indian Jewelry
3725,West Alabama,Rock,Indian Jewelry
3727,Zieh Die Jacke Falschrum An / Schwanzverglisse,Rock,Japanische Kampfhorspiele
3761,Improv,Rock,Kinski
3762,Snowy Parts of Scandinavia,Rock,Kinski
3763,Shelley Winters Overdrive,Rock,Kinski
3765,Waves of Second Guessing,Rock,Kinski
3766,Rhode Island Freakout,Rock,Kinski
3775,Cumbia Infierno,International,La Troba Kung-Fu
3776,La Canco de Lladre,International,La Troba Kung-Fu
3777,Volant,International,La Troba Kung-Fu
3778,Calor Calor,International,La Troba Kung-Fu
3779,Rock Rumba,International,La Troba Kung-Fu
3812,Sexy Time,Rock,Leather Uppers
3832,Bedoin Song,Folk,Lior
3833,Track 01,Rock,Lightning Bolt
3834,Track 02,Rock,Lightning Bolt
3835,Track 03,Rock,Lightning Bolt
3836,Track 04,Rock,Lightning Bolt
3839,Track 07,Rock,Lightning Bolt
3840,Track 08,Rock,Lightning Bolt
3842,Shes Too Fat,Blues,Little Howlin' Wolf
3854,Mother,Rock,Los Fancy Free
3855,High Society,Rock,Los Fancy Free
3856,Hope,Rock,Los Fancy Free
3857,Fear,Rock,Los Fancy Free
3859,Beatle Suit & Purple Boots,Rock,Los Fancy Free
3861,Dinosaurs,Rock,Los Fancy Free
3862,Money Money Money,Rock,Los Fancy Free
3863,Ja Ja Ja,Rock,Los Fancy Free
3880,Crawling,Folk,Mary Halvorson and Jessica Pavone
3895,Invitita and de Cingheri from Transylvania,International,MetroFolk
3896,Gypsy Csardas and Men's Dances from Kalotaszeg,International,MetroFolk
3904,Sometimes,Folk,Michael Chapman
3905,Twisted Road,Folk,Michael Chapman
3906,Sometimes,Folk,Michael Chapman
3908,Caddo Lake,Folk,Michael Chapman
3909,Dewbury Road / That Time of Night,Folk,Michael Chapman
3910,Kodak Ghosts,Folk,Michael Chapman
3911,Dust Devils,Folk,Michael Chapman
3912,Fahey's Flag,Folk,Michael Chapman
3913,Memhpis in Winter,Folk,Michael Chapman
3915,Private Hearts,Folk,Michael Holt
3919,Green Water,Folk,Michael Holt
3920,Fragrant Rota,Folk,Michael Holt
3921,Hiawatha's Lullaby,Folk,Michael Holt
3923,Swaggart,Rock,Mink Lungs
3924,Medley - Ultimate Slumber Party,Rock,Mink Lungs
3929,Sensual Pleasure,Rock,Mink Lungs
3932,Synthesizer Baby,Rock,Mink Lungs
